Date,Hour,PV Generation (MW),Wind Generation (MW)
7-Oct,18,0.000,0.121
7-Oct,19,0.000,0.162
7-Oct,20,0.000,0.203
7-Oct,21,0.000,0.251
7-Oct,22,0.000,0.295
7-Oct,23,0.000,0.332
8-Oct,0,0.000,0.365
8-Oct,1,0.000,0.395
8-Oct,2,0.000,0.437
8-Oct,3,0.000,0.468
8-Oct,4,0.000,0.506
8-Oct,5,0.002,0.531
8-Oct,6,0.024,0.537
8-Oct,7,0.070,0.520
8-Oct,8,0.129,0.509
8-Oct,9,0.181,0.501
8-Oct,10,0.203,0.481
8-Oct,11,0.190,0.449
8-Oct,12,0.170,0.412
8-Oct,13,0.134,0.372
8-Oct,14,0.092,0.352
8-Oct,15,0.042,0.330
8-Oct,16,0.004,0.319
8-Oct,17,0.000,0.337
8-Oct,18,0.000,0.373
8-Oct,19,0.000,0.404
8-Oct,20,0.000,0.424
8-Oct,21,0.000,0.447
8-Oct,22,0.000,0.455
8-Oct,23,0.000,0.467
9-Oct,0,0.000,0.476
9-Oct,1,0.000,0.483
9-Oct,2,0.000,0.479
9-Oct,3,0.000,0.484
9-Oct,4,0.000,0.478
9-Oct,5,0.003,0.464
9-Oct,6,0.059,0.432
9-Oct,7,0.157,0.404
9-Oct,8,0.253,0.395
9-Oct,9,0.310,0.414
9-Oct,10,0.298,0.415
9-Oct,11,0.239,0.419
9-Oct,12,0.176,0.405
9-Oct,13,0.131,0.389
9-Oct,14,0.086,0.387
9-Oct,15,0.041,0.397
9-Oct,16,0.005,0.411
9-Oct,17,0.000,0.437
9-Oct,18,0.000,0.469
9-Oct,19,0.000,0.479
9-Oct,20,0.000,0.486
9-Oct,21,0.000,0.501
9-Oct,22,0.000,0.501
9-Oct,23,0.000,0.499
10-Oct,0,0.000,0.518
10-Oct,1,0.000,0.536
10-Oct,2,0.000,0.527
10-Oct,3,0.000,0.519
10-Oct,4,0.000,0.528
10-Oct,5,0.003,0.524
10-Oct,6,0.056,0.498
10-Oct,7,0.144,0.472
10-Oct,8,0.232,0.482
10-Oct,9,0.309,0.524
10-Oct,10,0.380,0.552
10-Oct,11,0.399,0.569
10-Oct,12,0.394,0.572
10-Oct,13,0.338,0.559
10-Oct,14,0.228,0.538
10-Oct,15,0.092,0.500
10-Oct,16,0.007,0.482
10-Oct,17,0.000,0.511
10-Oct,18,0.000,0.555
10-Oct,19,0.000,0.593
10-Oct,20,0.000,0.582
10-Oct,21,0.000,0.586
10-Oct,22,0.000,0.601
10-Oct,23,0.000,0.604
11-Oct,0,0.000,0.613
11-Oct,1,0.000,0.619
11-Oct,2,0.000,0.637
11-Oct,3,0.000,0.657
11-Oct,4,0.000,0.695
11-Oct,5,0.004,0.704
11-Oct,6,0.069,0.703
11-Oct,7,0.179,0.698
11-Oct,8,0.280,0.673
11-Oct,9,0.357,0.668
11-Oct,10,0.402,0.673
11-Oct,11,0.409,0.676
11-Oct,12,0.381,0.691
11-Oct,13,0.304,0.690
11-Oct,14,0.199,0.690
11-Oct,15,0.083,0.692
11-Oct,16,0.007,0.708
11-Oct,17,0.000,0.730
11-Oct,18,0.000,0.758
11-Oct,19,0.000,0.779
11-Oct,20,0.000,0.761
11-Oct,21,0.000,0.763
11-Oct,22,0.000,0.752
11-Oct,23,0.000,0.731
12-Oct,0,0.000,0.702
12-Oct,1,0.000,0.678
12-Oct,2,0.000,0.648
12-Oct,3,0.000,0.619
12-Oct,4,0.000,0.598
12-Oct,5,0.004,0.585
12-Oct,6,0.103,0.551
12-Oct,7,0.296,0.514
12-Oct,8,0.466,0.484
12-Oct,9,0.575,0.485
12-Oct,10,0.607,0.481
12-Oct,11,0.569,0.462
12-Oct,12,0.478,0.416
12-Oct,13,0.349,0.376
12-Oct,14,0.199,0.323
12-Oct,15,0.068,0.283
12-Oct,16,0.003,0.251
12-Oct,17,0.000,0.257
12-Oct,18,0.000,0.263
12-Oct,19,0.000,0.282
12-Oct,20,0.000,0.291
12-Oct,21,0.000,0.295
12-Oct,22,0.000,0.297
12-Oct,23,0.000,0.276
13-Oct,0,0.000,0.254
13-Oct,1,0.000,0.241
13-Oct,2,0.000,0.228
13-Oct,3,0.000,0.234
13-Oct,4,0.000,0.250
13-Oct,5,0.003,0.261
13-Oct,6,0.081,0.278
13-Oct,7,0.244,0.267
13-Oct,8,0.402,0.232
13-Oct,9,0.528,0.223
13-Oct,10,0.585,0.226
13-Oct,11,0.582,0.241
13-Oct,12,0.523,0.270
13-Oct,13,0.409,0.306
13-Oct,14,0.252,0.347
13-Oct,15,0.091,0.414
13-Oct,16,0.005,0.526
13-Oct,17,0.000,0.624
13-Oct,18,0.000,0.668
13-Oct,19,0.000,0.698
13-Oct,20,0.000,0.663
13-Oct,21,0.000,0.630
13-Oct,22,0.000,0.587
13-Oct,23,0.000,0.544
14-Oct,0,0.000,0.494
14-Oct,1,0.000,0.440
14-Oct,2,0.000,0.380
14-Oct,3,0.000,0.313
14-Oct,4,0.000,0.266
14-Oct,5,0.003,0.224
14-Oct,6,0.091,0.183
14-Oct,7,0.284,0.137
14-Oct,8,0.472,0.092
14-Oct,9,0.600,0.063
14-Oct,10,0.664,0.055
14-Oct,11,0.658,0.057
14-Oct,12,0.587,0.067
14-Oct,13,0.469,0.078
14-Oct,14,0.296,0.092
14-Oct,15,0.103,0.115
14-Oct,16,0.005,0.205
14-Oct,17,0.000,0.305
14-Oct,18,0.000,0.341
14-Oct,19,0.000,0.365
14-Oct,20,0.000,0.366
14-Oct,21,0.000,0.359
14-Oct,22,0.000,0.344
14-Oct,23,0.000,0.318
15-Oct,0,0.000,0.298
15-Oct,1,0.000,0.279
15-Oct,2,0.000,0.261
15-Oct,3,0.000,0.230
15-Oct,4,0.000,0.215
15-Oct,5,0.002,0.194
15-Oct,6,0.074,0.171
15-Oct,7,0.232,0.136
15-Oct,8,0.388,0.085
15-Oct,9,0.501,0.051
15-Oct,10,0.531,0.052
15-Oct,11,0.497,0.054
15-Oct,12,0.432,0.050
15-Oct,13,0.327,0.050
15-Oct,14,0.182,0.051
15-Oct,15,0.049,0.055
15-Oct,16,0.001,0.066
15-Oct,17,0.000,0.086
15-Oct,18,0.000,0.113
15-Oct,19,0.000,0.148
15-Oct,20,0.000,0.182
15-Oct,21,0.000,0.215
15-Oct,22,0.000,0.244
15-Oct,23,0.000,0.279
16-Oct,0,0.000,0.314
16-Oct,1,0.000,0.344
16-Oct,2,0.000,0.347
16-Oct,3,0.000,0.338
16-Oct,4,0.000,0.345
16-Oct,5,0.001,0.355
16-Oct,6,0.038,0.362
16-Oct,7,0.141,0.374
16-Oct,8,0.270,0.394
16-Oct,9,0.368,0.415
16-Oct,10,0.413,0.426
16-Oct,11,0.420,0.410
16-Oct,12,0.372,0.386
16-Oct,13,0.293,0.370
16-Oct,14,0.189,0.345
16-Oct,15,0.066,0.305
16-Oct,16,0.002,0.316
16-Oct,17,0.000,0.347
16-Oct,18,0.000,0.381
16-Oct,19,0.000,0.404
16-Oct,20,0.000,0.400
16-Oct,21,0.000,0.390
16-Oct,22,0.000,0.386
16-Oct,23,0.000,0.394
17-Oct,0,0.000,0.394
17-Oct,1,0.000,0.399
17-Oct,2,0.000,0.396
17-Oct,3,0.000,0.395
17-Oct,4,0.000,0.406
17-Oct,5,0.001,0.398
17-Oct,6,0.037,0.372
17-Oct,7,0.128,0.329
17-Oct,8,0.231,0.282
17-Oct,9,0.330,0.235
17-Oct,10,0.405,0.212
17-Oct,11,0.438,0.199
17-Oct,12,0.400,0.176
17-Oct,13,0.304,0.153
17-Oct,14,0.170,0.121
17-Oct,15,0.046,0.106
17-Oct,16,0.001,0.115
17-Oct,17,0.000,0.144
17-Oct,18,0.000,0.177
17-Oct,19,0.000,0.210
17-Oct,20,0.000,0.227
17-Oct,21,0.000,0.234
17-Oct,22,0.000,0.233
17-Oct,23,0.000,0.229
18-Oct,0,0.000,0.230
18-Oct,1,0.000,0.231
18-Oct,2,0.000,0.240
18-Oct,3,0.000,0.268
18-Oct,4,0.000,0.295
18-Oct,5,0.001,0.331
18-Oct,6,0.048,0.359
18-Oct,7,0.170,0.351
18-Oct,8,0.310,0.347
18-Oct,9,0.406,0.385
18-Oct,10,0.413,0.438
18-Oct,11,0.357,0.491
18-Oct,12,0.321,0.554
18-Oct,13,0.248,0.583
18-Oct,14,0.152,0.600
18-Oct,15,0.053,0.591
18-Oct,16,0.002,0.576
18-Oct,17,0.000,0.567
18-Oct,18,0.000,0.558
18-Oct,19,0.000,0.533
18-Oct,20,0.000,0.485
18-Oct,21,0.000,0.448
18-Oct,22,0.000,0.408
18-Oct,23,0.000,0.391
19-Oct,0,0.000,0.392
19-Oct,1,0.000,0.397
19-Oct,2,0.000,0.401
19-Oct,3,0.000,0.396
19-Oct,4,0.000,0.401
19-Oct,5,0.000,0.385
19-Oct,6,0.022,0.372
19-Oct,7,0.086,0.371
19-Oct,8,0.150,0.367
19-Oct,9,0.200,0.359
19-Oct,10,0.234,0.347
19-Oct,11,0.228,0.334
19-Oct,12,0.204,0.310
19-Oct,13,0.179,0.284
19-Oct,14,0.113,0.270
19-Oct,15,0.030,0.270
19-Oct,16,0.000,0.291
19-Oct,17,0.000,0.307
19-Oct,18,0.000,0.298
19-Oct,19,0.000,0.292
19-Oct,20,0.000,0.275
19-Oct,21,0.000,0.264
19-Oct,22,0.000,0.238
19-Oct,23,0.000,0.219
20-Oct,0,0.000,0.198
20-Oct,1,0.000,0.169
20-Oct,2,0.000,0.137
20-Oct,3,0.000,0.126
20-Oct,4,0.000,0.118
20-Oct,5,0.000,0.105
20-Oct,6,0.036,0.099
20-Oct,7,0.124,0.086
20-Oct,8,0.241,0.066
20-Oct,9,0.335,0.051
20-Oct,10,0.378,0.044
20-Oct,11,0.380,0.047
20-Oct,12,0.336,0.050
20-Oct,13,0.249,0.060
20-Oct,14,0.143,0.074
20-Oct,15,0.037,0.092
20-Oct,16,0.000,0.110
20-Oct,17,0.000,0.129
20-Oct,18,0.000,0.128
20-Oct,19,0.000,0.130
20-Oct,20,0.000,0.138
20-Oct,21,0.000,0.166
20-Oct,22,0.000,0.178
20-Oct,23,0.000,0.184
21-Oct,0,0.000,0.187
21-Oct,1,0.000,0.184
21-Oct,2,0.000,0.178
21-Oct,3,0.000,0.187
21-Oct,4,0.000,0.160
21-Oct,5,0.000,0.154
21-Oct,6,0.031,0.151
21-Oct,7,0.098,0.149
21-Oct,8,0.171,0.142
21-Oct,9,0.247,0.134
21-Oct,10,0.319,0.126
21-Oct,11,0.332,0.107
21-Oct,12,0.292,0.093
21-Oct,13,0.224,0.085
21-Oct,14,0.130,0.079
21-Oct,15,0.033,0.079
21-Oct,16,0.000,0.091
21-Oct,17,0.000,0.106
21-Oct,18,0.000,0.117
21-Oct,19,0.000,0.132
21-Oct,20,0.000,0.143
21-Oct,21,0.000,0.151
21-Oct,22,0.000,0.154
21-Oct,23,0.000,0.162
22-Oct,0,0.000,0.152
22-Oct,1,0.000,0.146
22-Oct,2,0.000,0.140
22-Oct,3,0.000,0.135
22-Oct,4,0.000,0.130
22-Oct,5,0.000,0.127
22-Oct,6,0.034,0.128
22-Oct,7,0.135,0.131
22-Oct,8,0.236,0.120
22-Oct,9,0.330,0.105
22-Oct,10,0.377,0.103
22-Oct,11,0.371,0.091
22-Oct,12,0.335,0.087
22-Oct,13,0.264,0.079
22-Oct,14,0.157,0.068
22-Oct,15,0.046,0.054
22-Oct,16,0.001,0.061
22-Oct,17,0.000,0.078
22-Oct,18,0.000,0.088
22-Oct,19,0.000,0.101
22-Oct,20,0.000,0.103
22-Oct,21,0.000,0.104
22-Oct,22,0.000,0.097
22-Oct,23,0.000,0.091
23-Oct,0,0.000,0.089
23-Oct,1,0.000,0.089
23-Oct,2,0.000,0.092
23-Oct,3,0.000,0.097
23-Oct,4,0.000,0.097
23-Oct,5,0.000,0.102
23-Oct,6,0.019,0.110
23-Oct,7,0.088,0.108
23-Oct,8,0.175,0.096
23-Oct,9,0.267,0.084
23-Oct,10,0.346,0.075
23-Oct,11,0.390,0.069
23-Oct,12,0.371,0.069
23-Oct,13,0.297,0.075
23-Oct,14,0.168,0.082
23-Oct,15,0.038,0.112
23-Oct,16,0.000,0.183
23-Oct,17,0.000,0.256
23-Oct,18,0.000,0.280
23-Oct,19,0.000,0.292
23-Oct,20,0.000,0.277
23-Oct,21,0.000,0.266
23-Oct,22,0.000,0.241
23-Oct,23,0.000,0.208
24-Oct,0,0.000,0.180
24-Oct,1,0.000,0.159
24-Oct,2,0.000,0.146
24-Oct,3,0.000,0.141
24-Oct,4,0.000,0.159
24-Oct,5,0.000,0.171
24-Oct,6,0.019,0.170
24-Oct,7,0.087,0.153
24-Oct,8,0.172,0.127
24-Oct,9,0.268,0.111
24-Oct,10,0.342,0.111
24-Oct,11,0.368,0.116
24-Oct,12,0.345,0.130
24-Oct,13,0.263,0.148
24-Oct,14,0.145,0.137
24-Oct,15,0.032,0.146
24-Oct,16,0.000,0.213
24-Oct,17,0.000,0.271
24-Oct,18,0.000,0.328
24-Oct,19,0.000,0.384
24-Oct,20,0.000,0.418
24-Oct,21,0.000,0.437
24-Oct,22,0.000,0.442
24-Oct,23,0.000,0.441
25-Oct,0,0.000,0.428
25-Oct,1,0.000,0.394
25-Oct,2,0.000,0.378
25-Oct,3,0.000,0.379
25-Oct,4,0.000,0.408
25-Oct,5,0.000,0.418
25-Oct,6,0.024,0.425
25-Oct,7,0.132,0.406
25-Oct,8,0.277,0.390
25-Oct,9,0.394,0.411
25-Oct,10,0.441,0.436
25-Oct,11,0.441,0.434
25-Oct,12,0.397,0.401
25-Oct,13,0.309,0.332
25-Oct,14,0.177,0.258
25-Oct,15,0.044,0.208
25-Oct,16,0.000,0.247
25-Oct,17,0.000,0.334
25-Oct,18,0.000,0.410
25-Oct,19,0.000,0.474
25-Oct,20,0.000,0.512
25-Oct,21,0.000,0.544
25-Oct,22,0.000,0.579
25-Oct,23,0.000,0.589
26-Oct,0,0.000,0.583
26-Oct,1,0.000,0.570
26-Oct,2,0.000,0.571
26-Oct,3,0.000,0.579
26-Oct,4,0.000,0.606
26-Oct,5,0.000,0.618
26-Oct,6,0.042,0.612
26-Oct,7,0.166,0.588
26-Oct,8,0.316,0.566
26-Oct,9,0.449,0.543
26-Oct,10,0.540,0.533
26-Oct,11,0.557,0.532
26-Oct,12,0.510,0.520
26-Oct,13,0.384,0.498
26-Oct,14,0.207,0.479
26-Oct,15,0.044,0.498
26-Oct,16,0.000,0.582
26-Oct,17,0.000,0.641
26-Oct,18,0.000,0.690
26-Oct,19,0.000,0.725
26-Oct,20,0.000,0.726
26-Oct,21,0.000,0.736
26-Oct,22,0.000,0.709
26-Oct,23,0.000,0.672
27-Oct,0,0.000,0.666
27-Oct,1,0.000,0.650
27-Oct,2,0.000,0.661
27-Oct,3,0.000,0.645
27-Oct,4,0.000,0.636
27-Oct,5,0.004,0.605
27-Oct,6,0.033,0.586
27-Oct,7,0.141,0.533
27-Oct,8,0.242,0.493
27-Oct,9,0.309,0.467
27-Oct,10,0.340,0.440
27-Oct,11,0.321,0.403
27-Oct,12,0.264,0.356
27-Oct,13,0.184,0.319
27-Oct,14,0.097,0.286
27-Oct,15,0.019,0.268
27-Oct,16,0.000,0.292
27-Oct,17,0.000,0.329
27-Oct,18,0.000,0.376
27-Oct,19,0.000,0.397
27-Oct,20,0.000,0.405
27-Oct,21,0.000,0.400
27-Oct,22,0.000,0.408
27-Oct,23,0.000,0.407
28-Oct,0,0.000,0.405
28-Oct,1,0.000,0.394
28-Oct,2,0.000,0.380
28-Oct,3,0.000,0.358
28-Oct,4,0.000,0.341
28-Oct,5,0.000,0.322
28-Oct,6,0.025,0.285
28-Oct,7,0.121,0.222
28-Oct,8,0.244,0.157
28-Oct,9,0.347,0.135
28-Oct,10,0.400,0.143
28-Oct,11,0.382,0.153
28-Oct,12,0.324,0.149
28-Oct,13,0.238,0.129
28-Oct,14,0.126,0.105
28-Oct,15,0.025,0.099
28-Oct,16,0.000,0.115
28-Oct,17,0.000,0.124
28-Oct,18,0.000,0.145
28-Oct,19,0.000,0.139
28-Oct,20,0.000,0.132
28-Oct,21,0.000,0.126
28-Oct,22,0.000,0.123
28-Oct,23,0.000,0.118
29-Oct,0,0.000,0.114
29-Oct,1,0.000,0.116
29-Oct,2,0.000,0.121
29-Oct,3,0.000,0.123
29-Oct,4,0.000,0.127
29-Oct,5,0.000,0.124
29-Oct,6,0.016,0.121
29-Oct,7,0.089,0.112
29-Oct,8,0.191,0.081
29-Oct,9,0.285,0.054
29-Oct,10,0.336,0.057
29-Oct,11,0.331,0.060
29-Oct,12,0.293,0.063
29-Oct,13,0.217,0.066
29-Oct,14,0.116,0.068
29-Oct,15,0.022,0.075
29-Oct,16,0.000,0.108
29-Oct,17,0.000,0.146
29-Oct,18,0.000,0.161
29-Oct,19,0.000,0.173
29-Oct,20,0.000,0.175
29-Oct,21,0.000,0.168
29-Oct,22,0.000,0.163
29-Oct,23,0.000,0.154
30-Oct,0,0.000,0.139
30-Oct,1,0.000,0.126
30-Oct,2,0.000,0.117
30-Oct,3,0.000,0.115
30-Oct,4,0.000,0.118
30-Oct,5,0.000,0.117
30-Oct,6,0.025,0.125
30-Oct,7,0.152,0.112
30-Oct,8,0.309,0.081
30-Oct,9,0.413,0.057
30-Oct,10,0.454,0.055
30-Oct,11,0.425,0.061
30-Oct,12,0.358,0.066
30-Oct,13,0.248,0.070
30-Oct,14,0.124,0.074
30-Oct,15,0.021,0.088
30-Oct,16,0.000,0.118
30-Oct,17,0.000,0.146
30-Oct,18,0.000,0.163
30-Oct,19,0.000,0.183
30-Oct,20,0.000,0.192
30-Oct,21,0.000,0.183
30-Oct,22,0.000,0.175
30-Oct,23,0.000,0.163
31-Oct,0,0.000,0.150
31-Oct,1,0.000,0.136
31-Oct,2,0.000,0.127
31-Oct,3,0.000,0.127
31-Oct,4,0.000,0.131
31-Oct,5,0.000,0.136
31-Oct,6,0.030,0.146
31-Oct,7,0.165,0.140
31-Oct,8,0.341,0.111
31-Oct,9,0.484,0.075
31-Oct,10,0.561,0.059
31-Oct,11,0.568,0.057
31-Oct,12,0.507,0.059
31-Oct,13,0.369,0.060
31-Oct,14,0.185,0.065
31-Oct,15,0.031,0.089
31-Oct,16,0.000,0.162
31-Oct,17,0.000,0.222
31-Oct,18,0.000,0.251
31-Oct,19,0.000,0.274
31-Oct,20,0.000,0.291
31-Oct,21,0.000,0.289
31-Oct,22,0.000,0.278
31-Oct,23,0.000,0.278
1-Nov,0,0.000,0.279
1-Nov,1,0.000,0.274
1-Nov,2,0.000,0.276
1-Nov,3,0.000,0.301
1-Nov,4,0.000,0.321
1-Nov,5,0.000,0.343
1-Nov,6,0.017,0.362
1-Nov,7,0.085,0.349
1-Nov,8,0.167,0.312
1-Nov,9,0.224,0.279
1-Nov,10,0.232,0.279
1-Nov,11,0.207,0.287
1-Nov,12,0.151,0.286
1-Nov,13,0.087,0.289
1-Nov,14,0.035,0.308
1-Nov,15,0.004,0.343
1-Nov,16,0.000,0.370
1-Nov,17,0.000,0.403
1-Nov,18,0.000,0.423
1-Nov,19,0.000,0.429
1-Nov,20,0.000,0.426
1-Nov,21,0.000,0.419
1-Nov,22,0.000,0.420
1-Nov,23,0.000,0.420
2-Nov,0,0.000,0.427
2-Nov,1,0.000,0.426
2-Nov,2,0.000,0.425
2-Nov,3,0.000,0.438
2-Nov,4,0.000,0.458
2-Nov,5,0.000,0.484
2-Nov,6,0.005,0.506
2-Nov,7,0.039,0.509
2-Nov,8,0.097,0.508
2-Nov,9,0.156,0.506
2-Nov,10,0.202,0.509
2-Nov,11,0.245,0.522
2-Nov,12,0.256,0.491
2-Nov,13,0.200,0.463
2-Nov,14,0.095,0.428
2-Nov,15,0.014,0.431
2-Nov,16,0.000,0.473
2-Nov,17,0.000,0.515
2-Nov,18,0.000,0.535
2-Nov,19,0.000,0.532
2-Nov,20,0.000,0.524
2-Nov,21,0.000,0.497
2-Nov,22,0.000,0.486
2-Nov,23,0.000,0.459
3-Nov,0,0.000,0.431
3-Nov,1,0.000,0.417
3-Nov,2,0.000,0.399
3-Nov,3,0.000,0.368
3-Nov,4,0.000,0.320
3-Nov,5,0.000,0.308
3-Nov,6,0.005,0.296
3-Nov,7,0.040,0.263
3-Nov,8,0.100,0.212
3-Nov,9,0.161,0.162
3-Nov,10,0.211,0.127
3-Nov,11,0.223,0.101
3-Nov,12,0.189,0.090
3-Nov,13,0.128,0.087
3-Nov,14,0.056,0.093
3-Nov,15,0.007,0.124
3-Nov,16,0.000,0.164
3-Nov,17,0.000,0.191
3-Nov,18,0.000,0.208
3-Nov,19,0.000,0.204
3-Nov,20,0.000,0.207
3-Nov,21,0.000,0.235
3-Nov,22,0.000,0.255
3-Nov,23,0.000,0.272
4-Nov,0,0.000,0.279
4-Nov,1,0.000,0.289
4-Nov,2,0.000,0.292
4-Nov,3,0.000,0.289
4-Nov,4,0.000,0.285
4-Nov,5,0.000,0.279
4-Nov,6,0.013,0.270
4-Nov,7,0.088,0.247
4-Nov,8,0.197,0.225
4-Nov,9,0.255,0.208
4-Nov,10,0.263,0.201
4-Nov,11,0.254,0.199
4-Nov,12,0.203,0.183
4-Nov,13,0.151,0.170
4-Nov,14,0.070,0.155
4-Nov,15,0.010,0.146
4-Nov,16,0.000,0.156
4-Nov,17,0.000,0.175
4-Nov,18,0.000,0.194
4-Nov,19,0.000,0.204
4-Nov,20,0.000,0.208
4-Nov,21,0.000,0.225
4-Nov,22,0.000,0.243
4-Nov,23,0.000,0.242
5-Nov,0,0.000,0.248
5-Nov,1,0.000,0.252
5-Nov,2,0.000,0.257
5-Nov,3,0.000,0.241
5-Nov,4,0.000,0.219
5-Nov,5,0.000,0.212
5-Nov,6,0.005,0.206
5-Nov,7,0.049,0.191
5-Nov,8,0.114,0.154
5-Nov,9,0.171,0.133
5-Nov,10,0.207,0.127
5-Nov,11,0.213,0.125
5-Nov,12,0.176,0.113
5-Nov,13,0.130,0.101
5-Nov,14,0.067,0.090
5-Nov,15,0.011,0.091
5-Nov,16,0.000,0.100
5-Nov,17,0.000,0.110
5-Nov,18,0.000,0.117
5-Nov,19,0.000,0.125
5-Nov,20,0.000,0.127
5-Nov,21,0.000,0.129
5-Nov,22,0.000,0.129
5-Nov,23,0.000,0.129
6-Nov,0,0.000,0.130
6-Nov,1,0.000,0.128
6-Nov,2,0.000,0.126
6-Nov,3,0.000,0.128
6-Nov,4,0.000,0.124
6-Nov,5,0.000,0.121
6-Nov,6,0.007,0.120
6-Nov,7,0.054,0.112
6-Nov,8,0.115,0.093
6-Nov,9,0.159,0.082
6-Nov,10,0.182,0.082
6-Nov,11,0.177,0.083
6-Nov,12,0.146,0.084
6-Nov,13,0.105,0.083
6-Nov,14,0.052,0.079
6-Nov,15,0.008,0.075
6-Nov,16,0.000,0.075
6-Nov,17,0.000,0.077
6-Nov,18,0.000,0.075
6-Nov,19,0.000,0.071
6-Nov,20,0.000,0.065
6-Nov,21,0.000,0.065
6-Nov,22,0.000,0.068
6-Nov,23,0.000,0.070
7-Nov,0,0.000,0.075
7-Nov,1,0.000,0.078
7-Nov,2,0.000,0.082
7-Nov,3,0.000,0.087
7-Nov,4,0.000,0.098
7-Nov,5,0.000,0.120
7-Nov,6,0.011,0.143
7-Nov,7,0.099,0.168
7-Nov,8,0.219,0.168
7-Nov,9,0.318,0.171
7-Nov,10,0.350,0.199
7-Nov,11,0.314,0.225
7-Nov,12,0.237,0.252
7-Nov,13,0.144,0.279
7-Nov,14,0.060,0.300
7-Nov,15,0.007,0.342
7-Nov,16,0.000,0.373
7-Nov,17,0.000,0.392
7-Nov,18,0.000,0.382
7-Nov,19,0.000,0.361
7-Nov,20,0.000,0.331
7-Nov,21,0.000,0.302
7-Nov,22,0.000,0.281
7-Nov,23,0.000,0.264
8-Nov,0,0.000,0.242
8-Nov,1,0.000,0.223
8-Nov,2,0.000,0.210
8-Nov,3,0.000,0.192
8-Nov,4,0.000,0.178
8-Nov,5,0.000,0.159
8-Nov,6,0.003,0.136
8-Nov,7,0.045,0.113
8-Nov,8,0.109,0.088
8-Nov,9,0.165,0.051
8-Nov,10,0.205,0.032
8-Nov,11,0.201,0.029
8-Nov,12,0.165,0.027
8-Nov,13,0.107,0.036
8-Nov,14,0.044,0.047
8-Nov,15,0.005,0.057
8-Nov,16,0.000,0.070
8-Nov,17,0.000,0.071
8-Nov,18,0.000,0.067
8-Nov,19,0.000,0.060
8-Nov,20,0.000,0.056
8-Nov,21,0.000,0.059
8-Nov,22,0.000,0.063
8-Nov,23,0.000,0.060
9-Nov,0,0.000,0.063
9-Nov,1,0.000,0.071
9-Nov,2,0.000,0.078
9-Nov,3,0.000,0.087
9-Nov,4,0.000,0.094
9-Nov,5,0.000,0.103
9-Nov,6,0.001,0.111
9-Nov,7,0.028,0.115
9-Nov,8,0.078,0.113
9-Nov,9,0.130,0.112
9-Nov,10,0.164,0.121
9-Nov,11,0.179,0.128
9-Nov,12,0.179,0.131
9-Nov,13,0.141,0.136
9-Nov,14,0.073,0.137
9-Nov,15,0.011,0.148
9-Nov,16,0.000,0.163
9-Nov,17,0.000,0.174
9-Nov,18,0.000,0.179
9-Nov,19,0.000,0.177
9-Nov,20,0.000,0.174
9-Nov,21,0.000,0.163
9-Nov,22,0.000,0.149
9-Nov,23,0.000,0.136
10-Nov,0,0.000,0.120
10-Nov,1,0.000,0.110
10-Nov,2,0.000,0.100
10-Nov,3,0.000,0.092
10-Nov,4,0.000,0.092
10-Nov,5,0.000,0.085
10-Nov,6,0.005,0.078
10-Nov,7,0.082,0.071
10-Nov,8,0.205,0.057
10-Nov,9,0.312,0.036
10-Nov,10,0.369,0.027
10-Nov,11,0.380,0.023
10-Nov,12,0.331,0.024
10-Nov,13,0.226,0.028
10-Nov,14,0.095,0.032
10-Nov,15,0.009,0.048
10-Nov,16,0.000,0.076
10-Nov,17,0.000,0.105
10-Nov,18,0.000,0.126
10-Nov,19,0.000,0.136
10-Nov,20,0.000,0.143
10-Nov,21,0.000,0.141
10-Nov,22,0.000,0.147
10-Nov,23,0.000,0.147
11-Nov,0,0.000,0.153
11-Nov,1,0.000,0.159
11-Nov,2,0.000,0.164
11-Nov,3,0.000,0.163
11-Nov,4,0.000,0.174
11-Nov,5,0.000,0.201
11-Nov,6,0.002,0.222
11-Nov,7,0.042,0.247
11-Nov,8,0.115,0.256
11-Nov,9,0.182,0.255
11-Nov,10,0.229,0.273
11-Nov,11,0.248,0.292
11-Nov,12,0.217,0.304
11-Nov,13,0.145,0.313
11-Nov,14,0.053,0.346
11-Nov,15,0.003,0.408
11-Nov,16,0.000,0.459
11-Nov,17,0.000,0.484
11-Nov,18,0.000,0.483
11-Nov,19,0.000,0.481
11-Nov,20,0.000,0.472
11-Nov,21,0.000,0.442
11-Nov,22,0.000,0.419
11-Nov,23,0.000,0.418
12-Nov,0,0.000,0.427
12-Nov,1,0.000,0.423
12-Nov,2,0.000,0.422
12-Nov,3,0.000,0.432
12-Nov,4,0.000,0.454
12-Nov,5,0.000,0.482
12-Nov,6,0.003,0.472
12-Nov,7,0.043,0.448
12-Nov,8,0.112,0.445
12-Nov,9,0.184,0.427
12-Nov,10,0.229,0.429
12-Nov,11,0.220,0.415
12-Nov,12,0.176,0.373
12-Nov,13,0.128,0.337
12-Nov,14,0.060,0.313
12-Nov,15,0.006,0.312
12-Nov,16,0.000,0.339
12-Nov,17,0.000,0.370
12-Nov,18,0.000,0.376
12-Nov,19,0.000,0.364
12-Nov,20,0.000,0.344
12-Nov,21,0.000,0.322
12-Nov,22,0.000,0.320
12-Nov,23,0.000,0.319
13-Nov,0,0.000,0.318
13-Nov,1,0.000,0.303
13-Nov,2,0.000,0.302
